simtime,x,y,z,course,climb,v,windX,windY,turn
0.062356369639,2496.26,2512.15,300,120.75,2.9513,10.4264,-0,-0,7.5
0.162356369639,2497.11,2511.64,300.295,121.5,2.95403,10.4272,-0,-0,7.5
0.262356369639,2497.97,2511.11,300.591,122.25,2.95652,10.4279,-0,-0,7.5
0.362356369639,2498.81,2510.58,300.886,123,2.95875,10.4285,-0,-0,7.5
0.462356369639,2499.65,2510.04,301.182,123.75,2.96074,10.4291,-0,-0,7.5
0.562356369639,2500.48,2509.48,301.478,124.5,2.96248,10.4296,-0,-0,7.5
0.662356369639,2501.31,2508.91,301.774,125.25,2.96398,10.43,-0,-0,7.5
0.762356369639,2502.12,2508.34,302.071,126,2.96522,10.4304,-0,-0,7.5
0.862356369639,2502.93,2507.75,302.367,126.75,2.96622,10.4306,-0,-0,7.5
0.962356369639,2503.73,2507.15,302.664,127.5,2.96697,10.4309,-0,-0,7.5
1.062356369639,2504.53,2506.54,302.961,128.25,2.96747,10.431,-0,-0,7.5
1.162356369639,2505.31,2505.92,303.257,129,2.96773,10.4311,-0,-0,7.5
1.262356369639,2506.09,2505.29,303.554,129.75,2.96774,10.4311,-0,-0,7.5
1.362356369639,2506.86,2504.65,303.851,130.5,2.9675,10.431,-0,-0,7.5
1.462356369639,2507.62,2504,304.148,131.25,2.96701,10.4309,-0,-0,7.5
1.562356369639,2508.37,2503.35,304.444,132,2.96628,10.4307,-0,-0,7.5
1.662356369639,2509.11,2502.68,304.741,132.75,2.96531,10.4304,-0,-0,7.5
1.762356369639,2509.85,2502,305.038,134.25,2.96245,10.4296,-0,-0,15
1.862356369639,2510.56,2501.3,305.334,135.75,2.96101,10.4292,-0,-0,15
1.962356369639,2511.26,2500.58,305.63,138.25,2.95547,10.4276,-0,-0,25
2.062356369639,2511.93,2499.84,305.925,140.75,2.95366,10.4271,-0,-0,25
2.162356369639,2512.56,2499.06,306.221,143.25,2.95167,10.4265,-0,-0,25
2.262356369639,2513.16,2498.26,306.516,145.75,2.94953,10.4259,-0,-0,25
2.362356369639,2513.72,2497.43,306.811,148.25,2.94722,10.4253,-0,-0,25
2.462356369639,2514.25,2496.58,307.106,150.75,2.94477,10.4246,-0,-0,25
2.562356369639,2514.74,2495.71,307.4,153.25,2.94217,10.4238,-0,-0,25
2.662356369639,2515.19,2494.82,307.694,155.75,2.93943,10.4231,-0,-0,25
2.762356369639,2515.6,2493.91,307.988,159.25,2.93072,10.4206,-0,-0,35
2.862356369639,2515.95,2492.97,308.281,162.75,2.92778,10.4198,-0,-0,35
2.962356369639,2516.25,2492.02,308.574,166.25,2.92477,10.4189,-0,-0,35
3.062356369639,2516.49,2491.05,308.867,169.75,2.92173,10.4181,-0,-0,35
3.162356369639,2516.66,2490.06,309.159,173.25,2.91865,10.4172,-0,-0,35
3.262356369639,2516.78,2489.07,309.451,176.75,2.91554,10.4164,-0,-0,35
3.362356369639,2516.84,2488.07,309.742,180.25,2.91243,10.4155,-0,-0,35
3.462356369639,2516.83,2487.07,310.033,183.75,2.90933,10.4146,-0,-0,35
3.562356369639,2516.77,2486.07,310.324,187.25,2.90624,10.4138,-0,-0,35
3.662356369639,2516.64,2485.08,310.615,191.75,2.8954,10.4107,-0,-0,45
3.762356369639,2516.44,2484.1,310.905,196.25,2.89247,10.4099,-0,-0,45
3.862356369639,2516.16,2483.14,311.194,200.75,2.88969,10.4091,-0,-0,45
3.962356369639,2515.8,2482.21,311.483,206.25,2.87736,10.4057,-0,-0,55
4.062356369639,2515.36,2481.31,311.77,212.75,2.86337,10.4019,-0,-0,65
4.162356369639,2514.82,2480.47,312.057,219.25,2.86147,10.4013,-0,-0,65
4.262356369639,2514.19,2479.69,312.343,225.75,2.86002,10.4009,-0,-0,65
4.362356369639,2513.47,2479,312.629,232.25,2.85903,10.4007,-0,-0,65
4.462356369639,2512.68,2478.38,312.915,238.75,2.85853,10.4005,-0,-0,65
4.562356369639,2511.83,2477.87,313.201,245.25,2.85853,10.4005,-0,-0,65
4.662356369639,2510.92,2477.45,313.487,249.75,2.88041,10.4066,-0,-0,45
4.762356369639,2509.98,2477.1,313.775,252.25,2.89477,10.4106,-0,-0,25
4.862356369639,2509.03,2476.8,314.064,252.75,2.90137,10.4124,-0,-0,5
4.962356369639,2508.07,2476.5,314.354,253.25,2.90193,10.4125,-0,-0,5
5.062356369639,2507.12,2476.21,314.644,253.75,2.90227,10.4126,-0,-0,5
5.162356369639,2506.16,2475.93,314.935,254.25,2.90241,10.4127,-0,-0,5
5.262356369639,2505.19,2475.66,315.225,254.75,2.90233,10.4127,-0,-0,5
5.362356369639,2504.23,2475.4,315.515,255.25,2.90204,10.4126,-0,-0,5
5.462356369639,2503.26,2475.14,315.805,255.75,2.90154,10.4124,-0,-0,5
5.562356369639,2502.29,2474.9,316.095,256.25,2.90084,10.4122,-0,-0,5
5.662356369639,2501.32,2474.66,316.386,256.75,2.89992,10.412,-0,-0,5
5.762356369639,2500.35,2474.43,316.676,257.25,2.89879,10.4117,-0,-0,5
5.862356369639,2499.37,2474.21,316.965,257.75,2.89745,10.4113,-0,-0,5
5.962356369639,2498.39,2474,317.255,259.25,2.89395,10.4103,-0,-0,15
6.062356369639,2497.41,2473.81,317.545,260.75,2.89231,10.4099,-0,-0,15
6.162356369639,2496.43,2473.65,317.834,262.25,2.89058,10.4094,-0,-0,15
6.262356369639,2495.43,2473.51,318.123,263.75,2.88876,10.4089,-0,-0,15
6.362356369639,2494.44,2473.4,318.412,265.25,2.88686,10.4084,-0,-0,15
6.462356369639,2493.44,2473.32,318.7,266.75,2.88487,10.4078,-0,-0,15
6.562356369639,2492.45,2473.27,318.989,269.25,2.87891,10.4062,-0,-0,25
6.662356369639,2491.45,2473.25,319.277,-88.25,2.87687,10.4056,-0,-0,25
6.762356369639,2490.45,2473.28,319.564,-84.75,2.86905,10.4034,-0,-0,35
6.862356369639,2489.45,2473.37,319.851,-81.25,2.86724,10.4029,-0,-0,35
6.962356369639,2488.46,2473.53,320.138,-77.75,2.86562,10.4025,-0,-0,35
7.062356369639,2487.48,2473.74,320.425,-74.25,2.86418,10.4021,-0,-0,35
7.162356369639,2486.52,2474.01,320.711,-69.75,2.85517,10.3996,-0,-0,45
7.262356369639,2485.58,2474.36,320.997,-65.25,2.85427,10.3994,-0,-0,45
7.362356369639,2484.68,2474.77,321.282,-60.75,2.85371,10.3992,-0,-0,45
7.462356369639,2483.8,2475.26,321.567,-55.25,2.84378,10.3965,-0,-0,55
7.562356369639,2482.98,2475.83,321.852,-49.75,2.84405,10.3966,-0,-0,55
7.662356369639,2482.22,2476.48,322.136,-44.25,2.84481,10.3968,-0,-0,55
7.762356369639,2481.52,2477.2,322.421,-38.75,2.84605,10.3971,-0,-0,55
7.862356369639,2480.89,2477.98,322.705,-33.25,2.84776,10.3976,-0,-0,55
7.962356369639,2480.35,2478.81,322.99,-29.75,2.86743,10.403,-0,-0,35
8.062356369639,2479.85,2479.68,323.277,-26.25,2.86978,10.4036,-0,-0,35
