simtime,x,y,z,course,climb,v,windX,windY,turn
0.042365479678,2508.75,2506.94,200,180.75,2.75674,10.373,-0,-0,7.5
0.142365479678,2508.74,2505.94,200.276,181.5,2.75975,10.3738,-0,-0,7.5
0.242365479678,2508.71,2504.94,200.552,182.25,2.76247,10.3745,-0,-0,7.5
0.342365479678,2508.68,2503.94,200.828,183,2.76491,10.3752,-0,-0,7.5
0.442365479678,2508.62,2502.94,201.104,183.75,2.76705,10.3758,-0,-0,7.5
0.542365479678,2508.56,2501.94,201.381,184.5,2.76891,10.3763,-0,-0,7.5
0.642365479678,2508.48,2500.94,201.658,185.25,2.77049,10.3767,-0,-0,7.5
0.742365479678,2508.39,2499.95,201.935,186,2.77177,10.377,-0,-0,7.5
0.842365479678,2508.28,2498.95,202.212,186.75,2.77277,10.3773,-0,-0,7.5
0.942365479678,2508.17,2497.96,202.489,187.5,2.77348,10.3775,-0,-0,7.5
1.042365479678,2508.03,2496.97,202.767,188.25,2.7739,10.3776,-0,-0,7.5
1.142365479678,2507.89,2495.98,203.044,189,2.77404,10.3776,-0,-0,7.5
1.242365479678,2507.73,2494.99,203.322,190.5,2.77225,10.3772,-0,-0,15
1.342365479678,2507.55,2494.01,203.599,193,2.76797,10.376,-0,-0,25
1.442365479678,2507.33,2493.04,203.876,196.5,2.76154,10.3743,-0,-0,35
1.542365479678,2507.04,2492.08,204.152,201,2.75301,10.372,-0,-0,45
1.642365479678,2506.69,2491.14,204.427,206.5,2.74245,10.3692,-0,-0,55
1.742365479678,2506.24,2490.25,204.701,213,2.72992,10.3659,-0,-0,65
1.842365479678,2505.69,2489.41,204.974,220.5,2.71549,10.3621,-0,-0,75
1.942365479678,2505.05,2488.65,205.246,229,2.69925,10.3579,-0,-0,85
2.042365479678,2504.29,2487.99,205.516,238.5,2.68128,10.3532,-0,-0,95
2.142365479678,2503.44,2487.47,205.784,249,2.66169,10.3482,-0,-0,105
2.242365479678,2502.5,2487.11,206.05,257.5,2.6989,10.3578,-0,-0,85
2.342365479678,2501.53,2486.9,206.32,264,2.72865,10.3656,-0,-0,65
2.442365479678,2500.53,2486.79,206.593,268.5,2.75078,10.3714,-0,-0,45
2.542365479678,2499.53,2486.76,206.868,-89,2.76515,10.3753,-0,-0,25
2.642365479678,2498.53,2486.78,207.144,-88.5,2.7716,10.377,-0,-0,5
2.742365479678,2497.53,2486.81,207.422,-88,2.77195,10.3771,-0,-0,5
2.842365479678,2496.53,2486.84,207.699,-87.5,2.77201,10.3771,-0,-0,5
2.942365479678,2495.54,2486.89,207.976,-86,2.76985,10.3765,-0,-0,15
3.042365479678,2494.54,2486.96,208.253,-83.5,2.76553,10.3754,-0,-0,25
3.142365479678,2493.54,2487.07,208.53,-80,2.75914,10.3737,-0,-0,35
3.242365479678,2492.56,2487.24,208.805,-75.5,2.75076,10.3714,-0,-0,45
3.342365479678,2491.59,2487.49,209.081,-70,2.74045,10.3687,-0,-0,55
3.442365479678,2490.65,2487.84,209.355,-63.5,2.72832,10.3655,-0,-0,65
3.542365479678,2489.76,2488.28,209.627,-56,2.71445,10.3619,-0,-0,75
3.642365479678,2488.93,2488.84,209.899,-50.5,2.73979,10.3685,-0,-0,55
3.742365479678,2488.16,2489.48,210.173,-47,2.75751,10.3732,-0,-0,35
3.842365479678,2487.42,2490.16,210.449,-45.5,2.76744,10.3759,-0,-0,15
3.942365479678,2486.71,2490.86,210.725,-44,2.76747,10.3759,-0,-0,15
4.042365479678,2486.02,2491.58,211.002,-41.5,2.76342,10.3748,-0,-0,25
4.142365479678,2485.35,2492.33,211.278,-38,2.75733,10.3732,-0,-0,35
4.242365479678,2484.74,2493.12,211.554,-33.5,2.74929,10.371,-0,-0,45
4.342365479678,2484.19,2493.95,211.829,-28,2.73939,10.3684,-0,-0,55
4.442365479678,2483.72,2494.83,212.103,-24.5,2.75689,10.3731,-0,-0,35
4.542365479678,2483.3,2495.74,212.379,-23,2.76664,10.3757,-0,-0,15
4.642365479678,2482.91,2496.66,212.655,-20.5,2.7626,10.3746,-0,-0,25
4.742365479678,2482.56,2497.6,212.932,-17,2.75653,10.373,-0,-0,35
4.842365479678,2482.27,2498.56,213.207,-12.5,2.74853,10.3708,-0,-0,45
4.942365479678,2482.05,2499.53,213.482,-7,2.73871,10.3682,-0,-0,55
5.042365479678,2481.93,2500.53,213.756,-3.5,2.75632,10.3729,-0,-0,35
5.142365479678,2481.87,2501.52,214.032,-2,2.76619,10.3755,-0,-0,15
5.242365479678,2481.84,2502.52,214.308,0.5,2.76228,10.3745,-0,-0,25
5.342365479678,2481.84,2503.52,214.584,4,2.75636,10.3729,-0,-0,35
5.442365479678,2481.91,2504.52,214.86,8.5,2.74853,10.3708,-0,-0,45
5.542365479678,2482.06,2505.51,215.135,11,2.76222,10.3745,-0,-0,25
5.642365479678,2482.25,2506.49,215.411,11.5,2.76808,10.376,-0,-0,5
5.742365479678,2482.45,2507.47,215.688,13,2.7659,10.3755,-0,-0,15
5.842365479678,2482.68,2508.45,215.965,15.5,2.76162,10.3743,-0,-0,25
5.942365479678,2482.94,2509.41,216.241,19,2.75534,10.3727,-0,-0,35
6.042365479678,2483.27,2510.35,216.516,23.5,2.74716,10.3705,-0,-0,45
6.142365479678,2483.67,2511.27,216.791,29,2.73719,10.3678,-0,-0,55
6.242365479678,2484.15,2512.15,217.065,32.5,2.75472,10.3725,-0,-0,35
6.342365479678,2484.69,2512.99,217.34,34,2.76454,10.3751,-0,-0,15
6.442365479678,2485.25,2513.82,217.617,36.5,2.7606,10.374,-0,-0,25
6.542365479678,2485.84,2514.62,217.893,40,2.75467,10.3725,-0,-0,35
6.642365479678,2486.49,2515.39,218.168,44.5,2.74687,10.3704,-0,-0,45
6.742365479678,2487.19,2516.1,218.443,47,2.76064,10.3741,-0,-0,25
6.842365479678,2487.92,2516.78,218.719,47.5,2.7666,10.3756,-0,-0,5
6.942365479678,2488.66,2517.46,218.996,49,2.76452,10.3751,-0,-0,15
7.042365479678,2489.41,2518.12,219.272,51.5,2.76036,10.374,-0,-0,25
7.142365479678,2490.19,2518.74,219.548,55,2.75423,10.3724,-0,-0,35
7.242365479678,2491.01,2519.31,219.824,59.5,2.74623,10.3702,-0,-0,45
7.342365479678,2491.87,2519.82,220.098,65,2.73648,10.3677,-0,-0,55
7.442365479678,2492.78,2520.24,220.372,68.5,2.75428,10.3724,-0,-0,35
7.542365479678,2493.71,2520.61,220.647,70,2.76439,10.3751,-0,-0,15
7.642365479678,2494.65,2520.95,220.924,71.5,2.76465,10.3751,-0,-0,15
7.742365479678,2495.6,2521.27,221.2,73,2.76478,10.3752,-0,-0,15
7.842365479678,2496.56,2521.56,221.477,75.5,2.76088,10.3741,-0,-0,25
7.942365479678,2497.52,2521.81,221.753,79,2.75502,10.3726,-0,-0,35
8.042365479678,2498.51,2522,222.028,80.5,2.76481,10.3752,-0,-0,15
8.142365479678,2499.49,2522.17,222.305,83,2.76086,10.3741,-0,-0,25
8.242365479678,2500.48,2522.29,222.581,86.5,2.75495,10.3725,-0,-0,35
8.342365479678,2501.48,2522.35,222.856,88,2.76471,10.3751,-0,-0,15
8.442365479678,2502.48,2522.38,223.133,90.5,2.76072,10.3741,-0,-0,25
8.542365479678,2503.48,2522.38,223.409,94,2.75478,10.3725,-0,-0,35
8.642365479678,2504.48,2522.31,223.684,95.5,2.76451,10.3751,-0,-0,15
8.742365479678,2505.47,2522.21,223.961,98,2.7605,10.374,-0,-0,25
8.842365479678,2506.47,2522.07,224.237,101.5,2.75455,10.3724,-0,-0,35
8.942365479678,2507.44,2521.87,224.512,106,2.74676,10.3704,-0,-0,45
9.042365479678,2508.41,2521.6,224.787,108.5,2.76061,10.3741,-0,-0,25
9.142365479678,2509.35,2521.28,225.063,109,2.76669,10.3757,-0,-0,5
9.242365479678,2510.3,2520.95,225.34,110.5,2.76474,10.3752,-0,-0,15
9.342365479678,2511.24,2520.6,225.616,113,2.76073,10.3741,-0,-0,25
9.442365479678,2512.16,2520.21,225.892,116.5,2.75478,10.3725,-0,-0,35
9.542365479678,2513.05,2519.77,226.168,118,2.76451,10.3751,-0,-0,15
9.642365479678,2513.94,2519.3,226.444,120.5,2.76051,10.374,-0,-0,25
9.742365479678,2514.8,2518.79,226.72,124,2.75458,10.3724,-0,-0,35
9.842365479678,2515.63,2518.23,226.996,125.5,2.76434,10.375,-0,-0,15
9.942365479678,2516.44,2517.65,227.272,128,2.76037,10.374,-0,-0,25
10.042365479678,2517.23,2517.03,227.548,131.5,2.75447,10.3724,-0,-0,35
10.142365479678,2517.98,2516.37,227.824,133,2.76427,10.375,-0,-0,15
10.242365479678,2518.71,2515.69,228.1,135.5,2.76035,10.374,-0,-0,25
10.342365479678,2519.41,2514.98,228.376,139,2.75449,10.3724,-0,-0,35
10.442365479678,2520.07,2514.22,228.651,140.5,2.76434,10.375,-0,-0,15
10.542365479678,2520.7,2513.45,228.928,142,2.76436,10.3751,-0,-0,15
10.642365479678,2521.32,2512.66,229.204,144.5,2.76038,10.374,-0,-0,25
10.742365479678,2521.9,2511.85,229.48,148,2.75448,10.3724,-0,-0,35
10.842365479678,2522.43,2511,229.756,149.5,2.76428,10.375,-0,-0,15
10.942365479678,2522.94,2510.14,230.032,152,2.76037,10.374,-0,-0,25
11.042365479678,2523.4,2509.25,230.308,152.5,2.76621,10.3755,-0,-0,5
11.142365479678,2523.87,2508.37,230.585,154,2.76403,10.375,-0,-0,15
11.242365479678,2524.3,2507.47,230.861,156.5,2.7598,10.3738,-0,-0,25
11.342365479678,2524.7,2506.55,231.137,160,2.75366,10.3722,-0,-0,35
11.442365479678,2525.05,2505.61,231.413,164.5,2.74573,10.3701,-0,-0,45
11.542365479678,2525.31,2504.65,231.687,167,2.7595,10.3738,-0,-0,25
11.642365479678,2525.54,2503.67,231.963,167.5,2.76552,10.3754,-0,-0,5
11.742365479678,2525.75,2502.7,232.24,169,2.76354,10.3748,-0,-0,15
11.842365479678,2525.94,2501.72,232.516,171.5,2.7595,10.3738,-0,-0,25
11.942365479678,2526.09,2500.73,232.792,175,2.75356,10.3722,-0,-0,35
12.042365479678,2526.18,2499.73,233.067,176.5,2.76336,10.3748,-0,-0,15
12.142365479678,2526.24,2498.73,233.344,179,2.75944,10.3737,-0,-0,25
12.242365479678,2526.26,2497.73,233.62,179.5,2.76529,10.3753,-0,-0,5
12.342365479678,2526.27,2496.73,233.896,181,2.76313,10.3747,-0,-0,15
12.442365479678,2526.25,2495.73,234.172,183.5,2.75892,10.3736,-0,-0,25
12.542365479678,2526.19,2494.73,234.448,187,2.75282,10.372,-0,-0,35
12.642365479678,2526.07,2493.74,234.724,191.5,2.74496,10.3699,-0,-0,45
12.742365479678,2525.87,2492.76,234.998,194,2.75881,10.3736,-0,-0,25
12.842365479678,2525.63,2491.79,235.274,194.5,2.76494,10.3752,-0,-0,5
12.942365479678,2525.38,2490.82,235.551,195,2.765,10.3752,-0,-0,5
13.042365479678,2525.12,2489.86,235.827,196.5,2.76289,10.3747,-0,-0,15
13.142365479678,2524.83,2488.9,236.103,199,2.75875,10.3736,-0,-0,25
13.242365479678,2524.51,2487.95,236.379,202.5,2.75271,10.372,-0,-0,35
13.342365479678,2524.12,2487.03,236.654,207,2.74492,10.3699,-0,-0,45
13.442365479678,2523.67,2486.14,236.929,209.5,2.75886,10.3736,-0,-0,25
13.542365479678,2523.18,2485.27,237.205,210,2.76509,10.3752,-0,-0,5
13.642365479678,2522.68,2484.4,237.481,210.5,2.76525,10.3753,-0,-0,5
13.742365479678,2522.17,2483.54,237.758,212,2.76324,10.3748,-0,-0,15
13.842365479678,2521.64,2482.69,238.034,214.5,2.7592,10.3737,-0,-0,25
13.942365479678,2521.07,2481.87,238.31,218,2.75327,10.3721,-0,-0,35
